project_id,project_name,project_type,scenario_name,scenario_type,record_group,sku_id,metric,description,value,unit,data_state,source_reference,effective_date,owner_name,month_start,month_end,phase,include_in_model,notes
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,scenario_driver,DRV-007,construction_interest_rate_bps,construction interest rate bps,800,percentage_bps,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,scenario_driver,DRV-008,construction_interest_only_months,construction interest only months,30,months,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,scenario_driver,DRV-009,amortization_months,amortization months,360,months,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,scenario_driver,DRV-010,financing_fee_bps,financing fee bps,125,percentage_bps,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,scenario_driver,DRV-011,exit_cap_rate_bps,exit cap rate bps,0,percentage_bps,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,scenario_driver,DRV-012,sale_cost_bps,sale cost bps,0,percentage_bps,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,sales_program,SALE-001,home_count,home count,300,units,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,sales_program,SALE-002,average_selling_price,average selling price,495000,usd_per_unit,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,sales_program,SALE-003,gross_sales_revenue,gross sales revenue,148500000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,sales_program,SALE-004,project_result,project result,-26100000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,budget_summary,BUD-001,extended_cost,Land,15000000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,budget_summary,BUD-002,extended_cost,Infrastructure,43500000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,budget_summary,BUD-003,extended_cost,Vertical construction,88500000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,budget_summary,BUD-004,extended_cost,Soft costs,19300000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,budget_summary,BUD-005,extended_cost,Contingency,8300000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,,yes,Estimated/user-supplied historical planning base case.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-001,extended_cost,Residential subdivision / home delivery — Land acquisition consideration,14841000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,predevelopment,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: land_acquisition; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-002,extended_cost,Residential subdivision / home delivery — Acquisition due diligence,654750,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,predevelopment,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: land_acquisition; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-003,extended_cost,Residential subdivision / home delivery — Title and escrow,218250,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,predevelopment,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: land_acquisition; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-004,extended_cost,Residential subdivision / home delivery — Acquisition legal,218250,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,predevelopment,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: land_acquisition; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-005,extended_cost,Residential subdivision / home delivery — Environmental review,218250,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,predevelopment,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: land_acquisition; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-006,extended_cost,Residential subdivision / home delivery — Boundary and topographic survey,218250,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,predevelopment,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: land_acquisition; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-007,extended_cost,Residential subdivision / home delivery — Geotechnical investigation,327375,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,predevelopment,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: land_acquisition; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-008,extended_cost,Residential subdivision / home delivery — Acquisition brokerage,218250,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,predevelopment,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: land_acquisition; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-009,extended_cost,Residential subdivision / home delivery — Demolition and clearing allowance,218250,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,predevelopment,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: land_acquisition; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-010,extended_cost,Residential subdivision / home delivery — Land closing reserve,327375,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,predevelopment,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: land_acquisition; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-011,extended_cost,Residential subdivision / home delivery — Mass grading,3055500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: site_development; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-012,extended_cost,Residential subdivision / home delivery — Utility extension,2182500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: site_development; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-013,extended_cost,Residential subdivision / home delivery — Water and sewer improvements,2182500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: site_development; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-014,extended_cost,Residential subdivision / home delivery — Stormwater infrastructure,2182500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: site_development; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-015,extended_cost,"Residential subdivision / home delivery — Paving, curbs, and sidewalks",1964250,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: site_development; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-016,extended_cost,Residential subdivision / home delivery — Landscape and irrigation,1091250,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: site_development; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-017,extended_cost,Residential subdivision / home delivery — Detention and retention,1309500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: site_development; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-018,extended_cost,Residential subdivision / home delivery — Earthwork and import/export,1309500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: site_development; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-019,extended_cost,Residential subdivision / home delivery — Temporary utilities,873000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: site_development; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-020,extended_cost,Residential subdivision / home delivery — Site development reserve,1309500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: site_development; applicability: Project-wide.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-021,extended_cost,Residential subdivision / home delivery — LGS primary structure,5238000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-022,extended_cost,Residential subdivision / home delivery — LGS secondary framing,3492000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-023,extended_cost,Residential subdivision / home delivery — Structural connectors and fasteners,3055500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-024,extended_cost,Residential subdivision / home delivery — Structural engineering coordination,2182500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-025,extended_cost,Residential subdivision / home delivery — Structural fabrication reserve,1658700,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-026,extended_cost,Residential subdivision / home delivery — Exterior wall assemblies,3055500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-027,extended_cost,Residential subdivision / home delivery — Exterior cladding,2182500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-028,extended_cost,Residential subdivision / home delivery — Air and water barrier,2182500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-029,extended_cost,Residential subdivision / home delivery — Insulation systems,2007900,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-030,extended_cost,Residential subdivision / home delivery — Exterior finish reserve,1746000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-031,extended_cost,Residential subdivision / home delivery — Plumbing rough-in,3928500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-032,extended_cost,Residential subdivision / home delivery — Electrical rough-in,3928500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-033,extended_cost,Residential subdivision / home delivery — HVAC equipment and distribution,3928500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-034,extended_cost,Residential subdivision / home delivery — Fire protection,2400750,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-035,extended_cost,Residential subdivision / home delivery — Low-voltage and controls,1527750,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-036,extended_cost,Residential subdivision / home delivery — Metering and service equipment,873000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-037,extended_cost,Residential subdivision / home delivery — MEP design coordination,2837250,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-038,extended_cost,Residential subdivision / home delivery — MEP integration reserve,2924550,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-039,extended_cost,Residential subdivision / home delivery — Unit framing and partitions,3055500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-040,extended_cost,Residential subdivision / home delivery — Drywall and finish prep,3055500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-041,extended_cost,Residential subdivision / home delivery — Interior paint,1746000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-042,extended_cost,Residential subdivision / home delivery — Flooring,3492000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-043,extended_cost,Residential subdivision / home delivery — Cabinets and countertops,3928500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-044,extended_cost,Residential subdivision / home delivery — Millwork,2619000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-045,extended_cost,Residential subdivision / home delivery — Bathroom finishes,3492000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-046,extended_cost,Residential subdivision / home delivery — Interior doors and hardware,2182500,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-047,extended_cost,Residential subdivision / home delivery — Roofing membrane,3492000,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
3,Stonepine Residences,Single-Family Residential Development / Subdivision,Historical Planning — Base Case (Superseded),custom,wbs_budget,WBS-048,extended_cost,Residential subdivision / home delivery — Roof insulation and accessories,2095200,usd,estimated,"pasted_content_20.txt, CE Development Portfolio Financial Baseline, user-supplied 2026-08-21",,jchappell2120,,,construction,yes,Estimated/user-supplied historical planning base case. | Standardized WBS category: building_modular; applicability: All five buildings.
